id,section,pdf_pages,archive_entry,url_entry,title,original_pages,multi,duplicate,status,source_url,notes
ARCH-095,ARCHIVE,187-188,095,,Latency vs. Throughput,358-359,YES,NO,COMPLETED,,visual:187; study:095 complete; latency distributions throughput saturation queueing fairness and backlog-age mapping recorded; no guessed numeric SLOs
ARCH-096,ARCHIVE,189-190,096,,Top 20 System Design Concepts You Should Know,360-361,YES,ARCH-DUP-04,COMPLETED,,visual:189; study:096 complete; duplicate occurrence independently inspected; 20-item catalog retained as coverage checklist not backlog; newer SquiFlow NFR gaps rechecked
ARCH-097,ARCHIVE,191-192,097,,How to Debug a Slow API?,362-363,YES,NO,COMPLETED,,visual:191; study:097 complete; network backend DB external API infra diagnostic tree reviewed; CDN async retries indexes autoscale pool fixes qualified as evidence-dependent
ARCH-098,ARCHIVE,193,098,,Servers You Should Know in Modern Systems,375,NO,NO,COMPLETED,,visual:193; study:098 complete; DNS Web App LB/Proxy DB Cache File roles treated as capabilities not mandatory hosts; replica!=backup and object-store alternative recorded
ARCH-099,ARCHIVE,194-195,099,,The Building Blocks of Modern Networking,376-377,YES,NO,COMPLETED,,visual:194; study:099 complete; networking security delivery identity operations edge infrastructure categories reviewed; enterprise network catalog treated as inventory prompt; rack topology remains deployment fact
ARCH-100,ARCHIVE,196-197,100,,Network Services That Power Modern Connectivity,378-379,YES,NO,COMPLETED,,visual:196; study:100 complete; DNS DHCP NTP SSH RDP SMTP HTTPS/QUIC LDAP OIDC DB VPN services mapped by exact SquiFlow use/exposure; no protocol selected from catalog alone
ARCH-101,ARCHIVE,198-199,101,,How to Design Good APIs,380-381,YES,NO,NOT STARTED,,visual:198
ARCH-102,ARCHIVE,200-201,102,,Types of Virtualization,390-391,YES,NO,NOT STARTED,,visual:200
ARCH-103,ARCHIVE,202-203,103,,Cloudflare vs. AWS vs. Azure,392-393,YES,NO,NOT STARTED,,visual:202
ARCH-104,ARCHIVE,204,104,,Popular Backend Tech Stack,394,NO,NO,NOT STARTED,,visual:204
ARCH-105,ARCHIVE,205-206,105,,HTTP vs. HTTPS,395-396,YES,NO,NOT STARTED,,visual:205
ARCH-106,ARCHIVE,207-208,106,,Forward Proxy versus Reverse Proxy,397-398,YES,NO,NOT STARTED,,visual:207
ARCH-107,ARCHIVE,209-210,107,,Things Every Developer Should Know: Concurrency is NOT parallelism,399-400,YES,NO,NOT STARTED,,visual:209
ARCH-108,ARCHIVE,211-212,108,,Virtualization vs. Containerization,401-402,YES,ARCH-DUP-03,NOT STARTED,,visual:211
ARCH-109,ARCHIVE,213-214,109,,5 REST API Authentication Methods,403-404,YES,NO,NOT STARTED,,visual:213
ARCH-110,ARCHIVE,215-216,110,,What is a Firewall?,407-408,YES,NO,NOT STARTED,,visual:215
ARCH-111,ARCHIVE,217-218,111,,What is a REST API?,411-412,YES,NO,NOT STARTED,,visual:217
ARCH-112,ARCHIVE,219-220,112,,Virtualization Explained: From Bare Metal to Hosted Hypervisors,415-416,YES,NO,NOT STARTED,,visual:219
ARCH-113,ARCHIVE,221-222,113,,Database Types You Should Know in 2025,417-418,YES,NO,NOT STARTED,,visual:221
ARCH-114,ARCHIVE,223-224,114,,Apache Kafka vs. RabbitMQ,419-420,YES,NO,NOT STARTED,,visual:223
ARCH-115,ARCHIVE,225-226,115,,The HTTP Mindmap,421-422,YES,NO,NOT STARTED,,visual:225
ARCH-116,ARCHIVE,227-228,116,,How DNS Works,423-424,YES,NO,NOT STARTED,,visual:227
ARCH-117,ARCHIVE,229-230,117,,Can a web server provide real-time updates?,425-426,YES,NO,NOT STARTED,,visual:229
ARCH-118,ARCHIVE,231-232,118,,Evolution of HTTP,427-428,YES,NO,NOT STARTED,,visual:231
ARCH-119,ARCHIVE,233-234,119,,System Performance Metrics Every Engineer Should Know,429-430,YES,NO,NOT STARTED,,visual:233
ARCH-120,ARCHIVE,235-236,120,,Why Is Nginx So Popular?,431-432,YES,NO,NOT STARTED,,visual:235
ARCH-121,ARCHIVE,237-238,121,,Common Network Protocols Every Engineer Should Know,437-438,YES,NO,NOT STARTED,,visual:237
ARCH-122,ARCHIVE,239-240,122,,8 Popular Network Protocols,439-440,YES,NO,NOT STARTED,,visual:239
ARCH-123,ARCHIVE,241,123,,A picture is worth a thousand words: 9 best practices for developing microservices,441,NO,NO,NOT STARTED,,visual:241
